symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
ETHBTC,-0.00033000,-0.534,0.06151706,0.06175000,0.06142000,0.01330000,0.06142000,29.59590000,0.06143000,35.01610000,0.06175000,0.06180000,0.06127000,6604.05700000,406.26216345,1694848569395,1694934969395,423057715,423073721,16007
LTCBTC,-0.00006900,-2.786,0.00243034,0.00247600,0.00240800,14.52400000,0.00240700,35.32800000,0.00240800,284.83700000,0.00247700,0.00248200,0.00239500,52807.49900000,128.34023213,1694848557542,1694934957542,93495875,93509209,13335
BNBBTC,-0.00001900,-0.234,0.00807807,0.00810800,0.00808900,7.18900000,0.00808800,25.17800000,0.00808900,2.89200000,0.00810800,0.00811200,0.00804800,22302.94700000,180.16485696,1694848571914,1694934971914,227105403,227129326,23924
NEOBTC,-0.00000540,-1.949,0.00027181,0.00027670,0.00027170,27.40000000,0.00027150,7.19000000,0.00027180,35.51000000,0.00027710,0.00027720,0.00026700,13011.21000000,3.53657659,1694848528159,1694934928159,45510025,45512564,2540
QTUMETH,-0.00001800,-1.332,0.00134595,0.00134600,0.00133300,5.00000000,0.00132500,46.20000000,0.00133200,200.00000000,0.00135100,0.00137500,0.00132600,3017.40000000,4.06126690,1694848559665,1694934959665,5401937,5402019,83
EOSETH,-0.00000600,-1.701,0.00035063,0.00035270,0.00034680,16.10000000,0.00034690,541.00000000,0.00034780,354.30000000,0.00035280,0.00035400,0.00034680,9054.20000000,3.17471872,1694848569133,1694934969133,23497634,23497758,125
SNTETH,-0.00000018,-1.309,0.00001362,0.00001371,0.00001357,33032.00000000,0.00001345,829.00000000,0.00001352,494.00000000,0.00001375,0.00001375,0.00001357,56768.00000000,0.77290220,1694848524893,1694934924893,3906840,3906859,20
BNTETH,-0.00000910,-3.412,0.00026021,0.00026590,0.00025760,29.00000000,0.00025850,593.10000000,0.00025960,739.30000000,0.00026670,0.00026670,0.00025420,32357.60000000,8.41980896,1694848566405,1694934966405,2234738,2235061,324
BCCBTC,0.00000000,0.000,0.00000000,0.07908100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
GASBTC,-0.00000060,-0.667,0.00008955,0.00009000,0.00008940,35.20000000,0.00008930,55.40000000,0.00008950,737.40000000,0.00009000,0.00009020,0.00008810,10241.60000000,0.91717390,1694848555561,1694934955561,20797053,20799800,2748
BNBETH,0.00050000,0.381,0.13119591,0.13140000,0.13180000,0.02600000,0.13170000,7.53800000,0.13180000,23.60100000,0.13130000,0.13210000,0.13060000,3377.87100000,443.16285200,1694848559170,1694934959170,56284438,56288478,4041
BTCUSDT,44.23000000,0.167,26524.25475682,26498.91000000,26543.13000000,0.00166000,26543.12000000,1.21618000,26543.13000000,9.81909000,26498.90000000,26622.22000000,26416.16000000,11963.14165000,317313416.81648460,1694848572741,1694934972741,3213401428,3213882408,480981
ETHUSDT,-5.66000000,-0.346,1632.04580676,1636.23000000,1630.57000000,0.04950000,1630.57000000,9.29550000,1630.58000000,86.22770000,1636.23000000,1639.42000000,1619.54000000,89996.97110000,146879179.30501000,1694848572777,1694934972777,1197268781,1197500020,231240
HSRBTC,0.00000000,0.000,0.00000000,0.00041400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
OAXETH,0.00000000,0.000,0.00000000,0.00017780,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
DNTETH,0.00000000,0.000,0.00000000,0.00002801,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
MCOETH,0.00000000,0.000,0.00000000,0.00577200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
ICNETH,0.00000000,0.000,0.00000000,0.00166300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
MCOBTC,0.00000000,0.000,0.00000000,0.00021140,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
WTCBTC,-0.00000002,-0.348,0.00000581,0.00000574,0.00000573,111.00000000,0.00000573,864.00000000,0.00000575,111.00000000,0.00000575,0.00000592,0.00000565,296898.00000000,1.72388292,1694848561549,1694934961549,20178090,20180966,2877
WTCETH,0.00000000,0.000,0.00000000,0.00023700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
LRCBTC,-0.00000018,-2.609,0.00000681,0.00000689,0.00000672,1178.00000000,0.00000672,1628.00000000,0.00000674,4640.00000000,0.00000690,0.00000692,0.00000671,444059.00000000,3.02617813,1694848565533,1694934965533,22103123,22103804,682
LRCETH,-0.00000155,-1.394,0.00011085,0.00011132,0.00010966,25.00000000,0.00010940,100.00000000,0.00010979,1119.00000000,0.00011121,0.00011170,0.00010964,16502.00000000,1.82920420,1694848552419,1694934952419,4718272,4718317,46
QTUMBTC,-0.00000170,-2.041,0.00008325,0.00008370,0.00008160,39.60000000,0.00008160,0.90000000,0.00008170,383.20000000,0.00008330,0.00008570,0.00008160,7075.90000000,0.58904081,1694848570371,1694934970371,24071315,24071789,475
YOYOBTC,0.00000000,0.000,0.00000000,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
OMGBTC,0.00000000,0.000,0.00000000,0.00003080,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
OMGETH,0.00000000,0.000,0.00000000,0.00079100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
ZRXBTC,-0.00000018,-2.539,0.00000709,0.00000712,0.00000691,135.00000000,0.00000691,15.00000000,0.00000692,6824.00000000,0.00000709,0.00000726,0.00000685,212952.00000000,1.50949837,1694848526615,1694934926615,25389728,25390363,636
ZRXETH,0.00000000,0.000,0.00000000,0.00009940,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
STRATBTC,0.00000000,0.000,0.00000000,0.00003085,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
STRATETH,0.00000000,0.000,0.00000000,0.00105300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
SNGLSBTC,0.00000000,0.000,0.00000000,0.00000013,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
SNGLSETH,0.00000000,0.000,0.00000000,0.00005306,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
BQXBTC,0.00000000,0.000,0.00000000,0.00008703,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
BQXETH,0.00000000,0.000,0.00000000,0.00126350,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
KNCBTC,-0.00000202,-8.215,0.00002311,0.00002461,0.00002257,5.00000000,0.00002254,89.80000000,0.00002256,89.40000000,0.00002459,0.00002460,0.00002204,321777.90000000,7.43477420,1694848568858,1694934968858,20223442,20225582,2141
KNCETH,0.00000000,0.000,0.00000000,0.00039410,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
FUNBTC,0.00000000,0.000,0.00000000,0.00000029,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
FUNETH,0.00000002,0.820,0.00000243,0.00000245,0.00000246,1355.00000000,0.00000245,172317.00000000,0.00000246,126082.00000000,0.00000244,0.00000247,0.00000240,3324964.00000000,8.06513027,1694848283326,1694934683326,3200943,3201011,69
SNMBTC,-0.00000069,-54.762,0.00000098,0.00000127,0.00000057,46703.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000126,0.00000147,0.00000055,26662465.00000000,26.13502488,1692586803266,1692673203266,14644423,14651718,7296
SNMETH,0.00000000,0.000,0.00000000,0.00004986,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
NEOETH,-0.00005900,-1.315,0.00444400,0.00448400,0.00442600,4.26000000,0.00442100,4.25000000,0.00442900,2.50000000,0.00448500,0.00452300,0.00437300,3212.50000000,14.27635093,1694848527305,1694934927305,11339158,11339729,572
IOTABTC,-0.00000008,-1.336,0.00000593,0.00000598,0.00000591,10710.00000000,0.00000591,7067.00000000,0.00000592,4961.00000000,0.00000599,0.00000601,0.00000581,3270534.00000000,19.39822756,1694848569996,1694934969996,34322333,34326077,3745
IOTAETH,-0.00000020,-0.206,0.00009618,0.00009670,0.00009670,1365.00000000,0.00009620,1274.00000000,0.00009650,1599.00000000,0.00009690,0.00009690,0.00009500,128582.00000000,12.36762370,1694848572035,1694934972035,7781223,7781349,127
LINKBTC,-0.00000290,-1.224,0.00023520,0.00023720,0.00023410,7.43000000,0.00023400,12.40000000,0.00023410,1876.91000000,0.00023700,0.00023770,0.00023340,186646.78000000,43.89889256,1694848566685,1694934966685,89510241,89517930,7690
LINKETH,-0.00002900,-0.755,0.00381924,0.00383900,0.00381000,6.75000000,0.00380900,37.78000000,0.00381200,1222.67000000,0.00383900,0.00385100,0.00379000,14359.30000000,54.84164628,1694848550155,1694934950155,20271088,20272128,1041
XVGBTC,0.00000000,0.000,0.00000000,0.00000015,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
XVGETH,-0.00000003,-1.408,0.00000208,0.00000212,0.00000210,3589.00000000,0.00000209,364085.00000000,0.00000211,208691.00000000,0.00000213,0.00000213,0.00000206,1926647.00000000,3.99810565,1694848570981,1694934970981,11227674,11227785,112
SALTBTC,0.00000000,0.000,0.00000000,0.00004250,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
SALTETH,0.00000000,0.000,0.00000000,0.00113800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
MDABTC,0.00000000,0.000,0.00000000,0.00000382,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
MDAETH,0.00000000,0.000,0.00000000,0.00181150,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
MTLBTC,-0.00001199,-20.054,0.00005261,0.00006003,0.00004780,14.70000000,0.00004776,9.20000000,0.00004780,221.60000000,0.00005979,0.00006087,0.00004715,1010783.20000000,53.17440882,1694848569676,1694934969676,20531694,20542946,11253
MTLETH,-0.00000210,-0.306,0.00067987,0.00068740,0.00068340,45.10000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00068550,0.00069230,0.00065730,4696.30000000,3.19288504,1693454410058,1693540810058,3097721,3097755,35
SUBBTC,0.00000000,0.000,0.00000000,0.00000457,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
SUBETH,0.00000000,0.000,0.00000000,0.00012334,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
EOSBTC,-0.00000043,-1.978,0.00002158,0.00002171,0.00002131,96.60000000,0.00002132,1554.60000000,0.00002134,2235.40000000,0.00002174,0.00002182,0.00002130,351116.00000000,7.57543068,1694848555944,1694934955944,74754778,74756583,1806
SNTBTC,-0.00000002,-2.353,0.00000084,0.00000085,0.00000083,114998.00000000,0.00000082,482005.00000000,0.00000083,11737.00000000,0.00000085,0.00000086,0.00000083,494691.00000000,0.41407252,1694848489600,1694934889600,12637389,12637660,272
ETCETH,-0.00007000,-0.730,0.00950136,0.00960000,0.00952000,0.52000000,0.00949000,137.86000000,0.00952000,11.80000000,0.00959000,0.00960000,0.00945000,510.76000000,4.85291560,1694848565223,1694934965223,8661806,8661953,148
ETCBTC,-0.00001000,-1.684,0.00058660,0.00059300,0.00058400,59.15000000,0.00058300,976.03000000,0.00058500,592.46000000,0.00059400,0.00059500,0.00057900,12825.45000000,7.52339794,1694848571354,1694934971354,43844206,43845569,1364
MTHBTC,0.00000000,0.000,0.00000000,0.00000023,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
MTHETH,0.00000000,0.000,0.00000000,0.00004135,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
ENGBTC,0.00000000,0.000,0.00000000,0.00006200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
ENGETH,0.00000000,0.000,0.00000000,0.00186480,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
DNTBTC,0.00000000,0.000,0.00000000,0.00000186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
ZECBTC,-0.00001600,-1.615,0.00097979,0.00099300,0.00097500,1.64100000,0.00097400,359.86400000,0.00097500,30.51400000,0.00099100,0.00099600,0.00095600,7538.62900000,7.38627688,1694848571759,1694934971759,28049671,28052065,2395
ZECETH,-0.00019000,-1.182,0.01588751,0.01605000,0.01588000,0.38100000,0.01586000,3.86700000,0.01589000,7.20300000,0.01607000,0.01612000,0.01558000,1583.34200000,25.15536079,1694848539240,1694934939240,3580460,3580561,102
BNTBTC,-0.00000047,-2.861,0.00001602,0.00001641,0.00001596,17.00000000,0.00001589,1021.90000000,0.00001593,1378.90000000,0.00001643,0.00001643,0.00001559,76344.20000000,1.22268065,1694848559931,1694934959931,8321978,8323232,1255
ASTBTC,0.00000002,0.619,0.00000324,0.00000322,0.00000325,3413.00000000,0.00000326,3058.00000000,0.00000327,5645.00000000,0.00000323,0.00000328,0.00000322,340466.00000000,1.10433751,1694848528329,1694934928329,17570524,17571610,1087
ASTETH,0.00000000,0.000,0.00000000,0.00006960,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
DASHBTC,-0.00001900,-1.876,0.00100106,0.00101600,0.00099400,20.08600000,0.00099300,82.33900000,0.00099500,55.42900000,0.00101300,0.00101300,0.00098800,2673.37600000,2.67620241,1694848571734,1694934971734,27639354,27641731,2378
DASHETH,-0.00019000,-1.161,0.01625086,0.01647000,0.01618000,0.59800000,0.01617000,0.40000000,0.01623000,20.04100000,0.01637000,0.01642000,0.01613000,217.18900000,3.52950840,1694848569056,1694934969056,3892930,3893022,93
OAXBTC,-0.00000094,-14.286,0.00000612,0.00000657,0.00000564,668.00000000,0.00000564,915.00000000,0.00000566,6136.00000000,0.00000658,0.00000668,0.00000562,2517195.00000000,15.40189723,1694848563384,1694934963384,15926365,15932137,5773
ICNBTC,0.00000000,0.000,0.00000000,0.00005742,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
BTGBTC,0.00000000,0.000,0.00000000,0.00091300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
BTGETH,0.00000000,0.000,0.00000000,0.05274500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
EVXBTC,0.00000000,0.000,0.00000000,0.00000274,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
EVXETH,0.00000000,0.000,0.00000000,0.00062490,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
REQBTC,-0.00000006,-2.469,0.00000240,0.00000243,0.00000237,43.00000000,0.00000237,16619.00000000,0.00000239,10676.00000000,0.00000243,0.00000243,0.00000237,291772.00000000,0.70022132,1694848560445,1694934960445,13823302,13824512,1211
REQETH,0.00000000,0.000,0.00000000,0.00004995,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
VIBBTC,0.00000003,1.863,0.00000163,0.00000161,0.00000164,26826.00000000,0.00000164,40563.00000000,0.00000165,14353.00000000,0.00000161,0.00000168,0.00000158,1263312.00000000,2.05476380,1694848556391,1694934956391,12437360,12439580,2221
VIBETH,0.00000000,0.000,0.00000000,0.00003450,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
HSRETH,0.00000000,0.000,0.00000000,0.01247400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
TRXBTC,-0.00000002,-0.631,0.00000315,0.00000317,0.00000315,3080.00000000,0.00000314,1962512.00000000,0.00000315,1112798.00000000,0.00000317,0.00000317,0.00000313,6486904.00000000,20.42847784,1694848561269,1694934961269,69793248,69797912,4665
TRXETH,-0.00000006,-0.117,0.00005115,0.00005126,0.00005120,4453.00000000,0.00005119,3529.00000000,0.00005120,1521.00000000,0.00005126,0.00005140,0.00005090,3617781.00000000,185.03258239,1694848563689,1694934963689,36398942,36401426,2485
POWRBTC,-0.00000024,-4.420,0.00000531,0.00000541,0.00000519,484.00000000,0.00000519,40.00000000,0.00000522,195.00000000,0.00000543,0.00000543,0.00000518,165559.00000000,0.87899753,1694848413023,1694934813023,16790828,16792118,1291
POWRETH,-0.00000340,-3.868,0.00008614,0.00008790,0.00008450,122.00000000,0.00008420,1725.00000000,0.00008460,2905.00000000,0.00008790,0.00008790,0.00008440,28844.00000000,2.48475960,1694848524632,1694934924632,3146785,3146855,71
ARKBTC,0.00000000,0.000,0.00000000,0.00001679,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
ARKETH,0.00000000,0.000,0.00000000,0.00104600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
YOYOETH,0.00000000,0.000,0.00000000,0.00005828,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
XRPBTC,-0.00000019,-1.009,0.00001878,0.00001884,0.00001864,60.00000000,0.00001864,40162.00000000,0.00001865,48693.00000000,0.00001883,0.00001895,0.00001860,7582539.00000000,142.43283591,1694848568441,1694934968441,155940313,155949615,9303
XRPETH,-0.00000160,-0.524,0.00030550,0.00030480,0.00030350,1310.00000000,0.00030350,786.00000000,0.00030360,1689.00000000,0.00030510,0.00030700,0.00030290,496044.00000000,151.53960250,1694848570956,1694934970956,29759453,29760934,1482
MODBTC,0.00000000,0.000,0.00000000,0.00004280,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
MODETH,0.00000000,0.000,0.00000000,0.00116700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
ENJBTC,-0.00000012,-1.370,0.00000868,0.00000877,0.00000864,27.00000000,0.00000863,4268.30000000,0.00000865,3012.40000000,0.00000876,0.00000878,0.00000852,172058.50000000,1.49277675,1694848538437,1694934938437,40289583,40289990,408
ENJETH,-0.00000180,-1.274,0.00014137,0.00014120,0.00013950,340.00000000,0.00014050,178.50000000,0.00014130,873.10000000,0.00014130,0.00014320,0.00013950,12292.50000000,1.73778162,1694848536560,1694934936560,7771290,7771317,28
STORJBTC,-0.00000048,-3.263,0.00001420,0.00001471,0.00001423,107.00000000,0.00001420,265.00000000,0.00001423,634.00000000,0.00001471,0.00001542,0.00001293,1124980.00000000,15.97261453,1694848572185,1694934972185,13665767,13672226,6460
STORJETH,0.00000000,0.000,0.00000000,0.00029910,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
BNBUSDT,-0.10000000,-0.047,214.33774304,215.00000000,214.90000000,3.65700000,214.80000000,487.60500000,214.90000000,201.43600000,215.00000000,215.20000000,213.30000000,256666.88600000,55013401.05960000,1694848571945,1694934971945,671419455,671522363,102909
VENBNB,0.00000000,0.000,0.00000000,0.14920000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
YOYOBNB,0.00000000,0.000,0.00000000,0.00059800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
POWRBNB,0.00000000,0.000,0.00000000,0.00385000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
VENBTC,0.00000000,0.000,0.00000000,0.00013928,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
VENETH,0.00000000,0.000,0.00000000,0.00325194,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
KMDBTC,-0.00000015,-1.788,0.00000836,0.00000837,0.00000824,189.00000000,0.00000822,34.00000000,0.00000826,713.00000000,0.00000839,0.00000854,0.00000821,247751.00000000,2.07103819,1694848567930,1694934967930,14269598,14273074,3477
KMDETH,0.00000000,0.000,0.00000000,0.00020970,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
NULSBNB,0.00000000,0.000,0.00000000,0.01257000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
RCNBTC,0.00000000,0.000,0.00000000,0.00000074,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
RCNETH,0.00000000,0.000,0.00000000,0.00037604,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
RCNBNB,0.00000000,0.000,0.00000000,0.00347300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
NULSBTC,-0.00000002,-0.294,0.00000678,0.00000680,0.00000678,300.00000000,0.00000675,1393.00000000,0.00000680,207.00000000,0.00000680,0.00000684,0.00000671,29187.00000000,0.19784314,1694848563442,1694934963442,14838102,14838487,386
NULSETH,0.00000000,0.000,0.00000000,0.00051926,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
RDNBTC,0.00000000,0.000,0.00000000,0.00000447,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
RDNETH,0.00000000,0.000,0.00000000,0.00071530,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
RDNBNB,0.00000000,0.000,0.00000000,0.00623000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573266320,1689659666320,-1,-1,0
XMRBTC,-0.00007700,-1.401,0.00546313,0.00549500,0.00541900,11.09900000,0.00542000,4.13500000,0.00542200,7.90600000,0.00549600,0.00551000,0.00540100,19089.05600000,104.28593335,1694848563671,1694934963671,48504763,48514395,9633
XMRETH,-0.00077000,-0.866,0.08868907,0.08900000,0.08819000,0.01400000,0.08821000,3.28600000,0.08831000,15.78400000,0.08896000,0.08919000,0.08794000,1265.95700000,112.27654446,1694848551086,1694934951086,6213565,6214296,732
